K00001	alcohol_dehydrogenase_[EC:1.1.1.1]
K00410	ubiquinol-cytochrome_c_reductase_cytochrome_b/c1_subunit
K00411	ubiquinol-cytochrome_c_reductase_iron-sulfur_subunit_[EC:1.10.2.2]
K00412	ubiquinol-cytochrome_c_reductase_cytochrome_b_subunit
K00413	ubiquinol-cytochrome_c_reductase_cytochrome_c1_subunit
K00414	ubiquinol-cytochrome_c_reductase_core_subunit_1
K00415	ubiquinol-cytochrome_c_reductase_core_subunit_2
K00416	ubiquinol-cytochrome_c_reductase_subunit_6
K00417	ubiquinol-cytochrome_c_reductase_subunit_7
K00418	ubiquinol-cytochrome_c_reductase_subunit_8
K00419	ubiquinol-cytochrome_c_reductase_subunit_9
K00420	ubiquinol-cytochrome_c_reductase_subunit_10
K00421	ubiquinol-cytochrome_c_reductase_subunit_10
K00422	polyphenol_oxidase_[EC:1.10.3.1]
K00423	L-ascorbate_oxidase_[EC:1.10.3.3]
K00425	cytochrome_d_ubiquinol_oxidase_subunit_I_[EC:1.10.3.-]
K00426	cytochrome_d_ubiquinol_oxidase_subunit_II_[EC:1.10.3.-]
K00427	L-lactate_permease
K00428	cytochrome_c_peroxidase_[EC:1.11.1.5]
K00430	peroxidase_[EC:1.11.1.7]
K00431	thyroid_peroxidase_[EC:1.11.1.8]
K00432	glutathione_peroxidase_[EC:1.11.1.9]
K00433	chloride_peroxidase_[EC:1.11.1.10]
K00434	L-ascorbate_peroxidase_[EC:1.11.1.11]
K00435	peroxiredoxin_[EC:1.11.1.-]
K00436	hydrogen_dehydrogenase_[EC:1.12.1.2]
K00437	cytochrome-c3_hydrogenase_[EC:1.12.2.1]
K00438	F420-nonreducing_hydrogenase_[EC:1.12.2.-]
K00440	coenzyme_F420_hydrogenase_alpha_subunit_[EC:1.12.98.1]
K00441	coenzyme_F420_hydrogenase_beta_subunit_[EC:1.12.98.1]
K00442	coenzyme_F420_hydrogenase_delta_subunit
K00443	coenzyme_F420_hydrogenase_gamma_subunit_[EC:1.12.98.1]
K00444	wingless-type_MMTV_integration_site_family,_member_5
K00445	wingless-type_MMTV_integration_site_family,_member_6
K00446	catechol_2,3-dioxygenase_[EC:1.13.11.2]
K00448	protocatechuate_3,4-dioxygenase,_alpha_subunit_[EC:1.13.11.3]
K00449	protocatechuate_3,4-dioxygenase,_beta_subunit_[EC:1.13.11.3]
K00450	gentisate_1,2-dioxygenase_[EC:1.13.11.4]
K00451	homogentisate_1,2-dioxygenase_[EC:1.13.11.5]
K00452	3-hydroxyanthranilate_3,4-dioxygenase_[EC:1.13.11.6]
K00453	tryptophan_2,3-dioxygenase_[EC:1.13.11.11]
K00454	lipoxygenase_[EC:1.13.11.12]
K00455	3,4-dihydroxyphenylacetate_2,3-dioxygenase_[EC:1.13.11.15]
K00456	cysteine_dioxygenase_[EC:1.13.11.20]
K00457	4-hydroxyphenylpyruvate_dioxygenase_[EC:1.13.11.27]
K00458	arachidonate_12-lipoxygenase_[EC:1.13.11.31]
K00459	nitronate_monooxygenase_[EC:1.13.12.16]
K00460	arachidonate_15-lipoxygenase_[EC:1.13.11.33]
K00461	arachidonate_5-lipoxygenase_[EC:1.13.11.34]
K00462	biphenyl-2,3-diol_1,2-dioxygenase_[EC:1.13.11.39]
K00463	indoleamine_2,3-dioxygenase_[EC:1.13.11.52]
K00464	all-trans-8'-apo-beta-carotenal_15,15'-oxygenase_[EC:1.13.11.75]
K00466	tryptophan_2-monooxygenase_[EC:1.13.12.3]
K00467	lactate_2-monooxygenase_[EC:1.13.12.4]
K00468	lactate_2-monooxygenase_[EC:1.13.12.4]
K00469	inositol_oxygenase_[EC:1.13.99.1]
K00470	inositol_oxygenase_[EC:1.13.99.1]
K00471	gamma-butyrobetaine_dioxygenase_[EC:1.14.11.1]
K00472	prolyl_4-hydroxylase_[EC:1.14.11.2]
K00473	procollagen-lysine,2-oxoglutarate_5-dioxygenase_1_[EC:1.14.11.4]
K00474	trimethyllysine_dioxygenase_[EC:1.14.11.8]
K00475	naringenin_3-dioxygenase_[EC:1.14.11.9]
K00476	aspartate_beta-hydroxylase_[EC:1.14.11.16]
K00477	phytanoyl-CoA_hydroxylase_[EC:1.14.11.18]
K00478	phytanoyl-CoA_hydroxylase_[EC:1.14.11.18]
K00479	Rieske_2Fe-2S_family_protein
K00480	salicylate_hydroxylase_[EC:1.14.13.1]
K00481	p-hydroxybenzoate_3-monooxygenase_[EC:1.14.13.2]
K00483	4-hydroxyphenylacetate_3-monooxygenase_[EC:1.14.14.9]
K00484	flavin_reductase_(NADH)_[EC:1.5.1.36]
K00485	dimethylaniline_monooxygenase_(N-oxide_forming)_[EC:1.14.13.8]
K00486	kynurenine_3-monooxygenase_[EC:1.14.13.9]
K00487	trans-cinnamate_4-monooxygenase_[EC:1.14.13.11]
K00488	cytochrome_P450,_family_27,_subfamily_A_(cholestanetriol_26-monooxygenase)_[EC:1.14.13.15]
K00489	cytochrome_P450,_family_7,_subfamily_A_(cholesterol_7alpha-monooxygenase)_[EC:1.14.13.17]
K00490	cytochrome_P450,_family_4,_subfamily_F_(leukotriene-B4_20-monooxygenase)_[EC:1.14.13.30]
K00491	nitric-oxide_synthase,_bacterial_[EC:1.14.13.39]
K00492	nitric-oxide_synthase,_bacterial_[EC:1.14.13.39]
K00493	unspecific_monooxygenase_[EC:1.14.14.1]
K00494	alkanal_monooxygenase_alpha_chain_[EC:1.14.14.3]
K00495	alkanal_monooxygenase_alpha_chain_[EC:1.14.14.3]
K00496	alkane_1-monooxygenase_[EC:1.14.15.3]
K00497	cytochrome_P450,_family_11,_subfamily_B1_(steroid_11beta-monooxygenase)_[EC:1.14.15.4]
K00498	cytochrome_P450,_family_11,_subfamily_A_(cholesterol_monooxygenase_(side-chain-cleaving))_[EC:1.14.15.6]
K00499	choline_monooxygenase_[EC:1.14.15.7]
K00500	phenylalanine-4-hydroxylase_[EC:1.14.16.1]
K00501	tyrosine_3-monooxygenase_[EC:1.14.16.2]
K00502	tryptophan_5-monooxygenase_[EC:1.14.16.4]
K00503	dopamine_beta-monooxygenase_[EC:1.14.17.1]
K00504	peptidylglycine_monooxygenase_[EC:1.14.17.3]
K00505	tyrosinase_[EC:1.14.18.1]
K00506	tyrosinase-related_protein_1_[EC:1.14.18.-]
K00507	stearoyl-CoA_desaturase_(delta-9_desaturase)_[EC:1.14.19.1]
K00508	linoleoyl-CoA_desaturase_[EC:1.14.19.3]
K00509	prostaglandin-endoperoxide_synthase_1_[EC:1.14.99.1]
K00510	heme_oxygenase_[EC:1.14.99.3]
K00511	squalene_monooxygenase_[EC:1.14.13.132]
K00512	cytochrome_P450,_family_17,_subfamily_A_(steroid_17alpha-monooxygenase)_[EC:1.14.99.9]
K00513	cytochrome_P450,_family_21,_subfamily_A_(steroid_21-monooxygenase)_[EC:1.14.99.10]
K00514	zeta-carotene_desaturase_[EC:1.3.5.6]
K00515	beta-carotene_15,15'-monooxygenase_[EC:1.14.99.36]
K00517	beta-carotene_15,15'-monooxygenase_[EC:1.14.99.36]
K00518	nickel_superoxide_dismutase_[EC:1.15.1.1]
K00519	nickel_superoxide_dismutase_[EC:1.15.1.1]
K00520	mercuric_reductase_[EC:1.16.1.1]
K00521	ferric-chelate_reductase_[EC:1.16.1.7]
K00522	ferritin_heavy_chain_[EC:1.16.3.1]
K00523	CDP-4-dehydro-6-deoxyglucose_reductase_[EC:1.17.1.1]
K00524	ribonucleotide_reductase,_class_II_[EC:1.17.4.1]
K00525	ribonucleoside-diphosphate_reductase_alpha_chain_[EC:1.17.4.1]
K00526	ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
K00527	ribonucleoside-triphosphate_reductase_[EC:1.17.4.2]
K00528	ferredoxin--NADP+_reductase_[EC:1.18.1.2]
K00529	ferredoxin--NAD+_reductase_[EC:1.18.1.3]
K00530	ferredoxin--NAD+_reductase_[EC:1.18.1.3]
K00531	nitrogenase_delta_subunit_[EC:1.18.6.1]
K00532	ferredoxin_hydrogenase_[EC:1.12.7.2]
K00533	ferredoxin_hydrogenase_large_subunit_[EC:1.12.7.2]
K00534	ferredoxin_hydrogenase_small_subunit_[EC:1.12.7.2]
K00535	ferredoxin_hydrogenase_small_subunit_[EC:1.12.7.2]
K00537	arsenate_reductase_[EC:1.20.4.1]
K00538	formate_acetyltransferase_activating_enzyme_[EC:1.97.1.4]
K00539	formate_acetyltransferase_activating_enzyme_[EC:1.97.1.4]
K00540	formate_acetyltransferase_activating_enzyme_[EC:1.97.1.4]
K00541	nicotinamide_N-methyltransferase_[EC:2.1.1.1]
K00542	guanidinoacetate_N-methyltransferase_[EC:2.1.1.2]
K00543	acetylserotonin_N-methyltransferase_[EC:2.1.1.4]
K00544	betaine-homocysteine_S-methyltransferase_[EC:2.1.1.5]
K00545	catechol_O-methyltransferase_[EC:2.1.1.6]
K00546	histamine_N-methyltransferase_[EC:2.1.1.8]
K00547	homocysteine_S-methyltransferase_[EC:2.1.1.10]
K00548	5-methyltetrahydrofolate--homocysteine_methyltransferase_[EC:2.1.1.13]
K00549	5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase_[EC:2.1.1.14]
K00550	methylene-fatty-acyl-phospholipid_synthase_[EC:2.1.1.16]
K00551	phosphatidylethanolamine_N-methyltransferase_[EC:2.1.1.17]
K00552	glycine_N-methyltransferase_[EC:2.1.1.20]
K00553	phenylethanolamine_N-methyltransferase_[EC:2.1.1.28]
K00554	tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]
K00555	tRNA_(guanine26-N2/guanine27-N2)-dimethyltransferase_[EC:2.1.1.215_2.1.1.216]
K00556	tRNA_(guanosine-2'-O-)-methyltransferase_[EC:2.1.1.34]
K00557	tRNA_(uracil-5-)-methyltransferase_[EC:2.1.1.35]
K00558	DNA_(cytosine-5)-methyltransferase_1_[EC:2.1.1.37]
K00559	sterol_24-C-methyltransferase_[EC:2.1.1.41]
K00560	thymidylate_synthase_[EC:2.1.1.45]
K00561	23S_rRNA_(adenine2085-N6)-dimethyltransferase_[EC:2.1.1.184]
K00562	methyltransferase_[EC:2.1.1.49_2.1.1.96]
K00563	23S_rRNA_(guanine745-N1)-methyltransferase_[EC:2.1.1.187]
K00564	16S_rRNA_(guanine1207-N2)-methyltransferase_[EC:2.1.1.172]
K00565	mRNA_(guanine-N7-)-methyltransferase_[EC:2.1.1.56]
K00566	tRNA-specific_2-thiouridylase_[EC:2.8.1.-]
K00567	methylated-DNA-[protein]-cysteine_S-methyltransferase_[EC:2.1.1.63]
K00568	2-polyprenyl-6-hydroxyphenyl_methylase_/_3-demethylubiquinone-9_3-methyltransferase_[EC:2.1.1.222_2.1.1.64]
K00569	thiopurine_S-methyltransferase_[EC:2.1.1.67]
K00570	phosphatidylethanolamine/phosphatidyl-N-methylethanolamine_N-methyltransferase_[EC:2.1.1.17_2.1.1.71]
K00571	site-specific_DNA-methyltransferase_(adenine-specific)_[EC:2.1.1.72]
K00572	wingless-type_MMTV_integration_site_family,_member_7
K00573	protein-L-isoaspartate(D-aspartate)_O-methyltransferase_[EC:2.1.1.77]
K00574	cyclopropane-fatty-acyl-phospholipid_synthase_[EC:2.1.1.79]
K00575	chemotaxis_protein_methyltransferase_CheR_[EC:2.1.1.80]
K00577	tetrahydromethanopterin_S-methyltransferase_subunit_A_[EC:2.1.1.86]
K00578	tetrahydromethanopterin_S-methyltransferase_subunit_B_[EC:2.1.1.86]
K00579	tetrahydromethanopterin_S-methyltransferase_subunit_C_[EC:2.1.1.86]
K00580	tetrahydromethanopterin_S-methyltransferase_subunit_D_[EC:2.1.1.86]
K00581	tetrahydromethanopterin_S-methyltransferase_subunit_E_[EC:2.1.1.86]
K00582	tetrahydromethanopterin_S-methyltransferase_subunit_F_[EC:2.1.1.86]
K00583	tetrahydromethanopterin_S-methyltransferase_subunit_G_[EC:2.1.1.86]
K00584	tetrahydromethanopterin_S-methyltransferase_subunit_H_[EC:2.1.1.86]
K00586	diphthine_synthase_[EC:2.1.1.98]
K00587	protein-S-isoprenylcysteine_O-methyltransferase_[EC:2.1.1.100]
K00588	caffeoyl-CoA_O-methyltransferase_[EC:2.1.1.104]
K00589	uroporphyrin-III_C-methyltransferase_[EC:2.1.1.107]
K00590	site-specific_DNA-methyltransferase_(cytosine-N4-specific)_[EC:2.1.1.113]
K00591	hexaprenyldihydroxybenzoate_methyltransferase_[EC:2.1.1.114]
K00592	[ribulose-bisphosphate_carboxylase]-lysine_N-methyltransferase_[EC:2.1.1.127]
K00594	xylitol_oxidase_[EC:1.1.3.41]
K00595	precorrin-6Y_C5,15-methyltransferase_(decarboxylating)_[EC:2.1.1.132]
K00596	2,2-dialkylglycine_decarboxylase_(pyruvate)_[EC:4.1.1.64]
K00597	[methionine_synthase]_reductase_[EC:1.16.1.8]
K00598	trans-aconitate_2-methyltransferase_[EC:2.1.1.144]
K00599	trans-aconitate_2-methyltransferase_[EC:2.1.1.144]
K00600	glycine_hydroxymethyltransferase_[EC:2.1.2.1]
K00601	phosphoribosylglycinamide_formyltransferase_[EC:2.1.2.2]
K00602	phosphoribosylaminoimidazolecarboxamide_formyltransferase_/_IMP_cyclohydrolase_[EC:2.1.2.3_3.5.4.10]
K00603	glutamate_formiminotransferase_[EC:2.1.2.5]
K00604	methionyl-tRNA_formyltransferase_[EC:2.1.2.9]
K00605	aminomethyltransferase_[EC:2.1.2.10]
K00606	3-methyl-2-oxobutanoate_hydroxymethyltransferase_[EC:2.1.2.11]
K00607	3-methyl-2-oxobutanoate_hydroxymethyltransferase_[EC:2.1.2.11]
K00608	aspartate_carbamoyltransferase_[EC:2.1.3.2]
K00609	aspartate_carbamoyltransferase_catalytic_subunit_[EC:2.1.3.2]
K00610	aspartate_carbamoyltransferase_regulatory_subunit
K00611	ornithine_carbamoyltransferase_[EC:2.1.3.3]
K00612	carbamoyltransferase_[EC:2.1.3.-]
K00613	glycine_amidinotransferase_[EC:2.1.4.1]
K00614	glycine_amidinotransferase_[EC:2.1.4.1]
K00615	transketolase_[EC:2.2.1.1]
K00616	transaldolase_[EC:2.2.1.2]
K00617	transaldolase_[EC:2.2.1.2]
K00618	amino-acid_N-acetyltransferase_[EC:2.3.1.1]
K00619	amino-acid_N-acetyltransferase_[EC:2.3.1.1]
K00620	glutamate_N-acetyltransferase_/_amino-acid_N-acetyltransferase_[EC:2.3.1.35_2.3.1.1]
K00621	glucosamine-phosphate_N-acetyltransferase_[EC:2.3.1.4]
K00622	arylamine_N-acetyltransferase_[EC:2.3.1.5]
K00623	choline_O-acetyltransferase_[EC:2.3.1.6]
K00624	carnitine_O-acetyltransferase_[EC:2.3.1.7]
K00625	phosphate_acetyltransferase_[EC:2.3.1.8]
K00626	acetyl-CoA_C-acetyltransferase_[EC:2.3.1.9]
K00627	pyruvate_dehydrogenase_E2_component_(dihydrolipoamide_acetyltransferase)_[EC:2.3.1.12]
K00628	glycine_N-acyltransferase_[EC:2.3.1.13]
K00629	glycerol-3-phosphate_O-acyltransferase_1/2_[EC:2.3.1.15]
K00630	glycerol-3-phosphate_O-acyltransferase_[EC:2.3.1.15]
K00631	glycerol-3-phosphate_O-acyltransferase_[EC:2.3.1.15]
K00632	acetyl-CoA_acyltransferase_[EC:2.3.1.16]
K00633	galactoside_O-acetyltransferase_[EC:2.3.1.18]
K00634	phosphate_butyryltransferase_[EC:2.3.1.19]
K00635	diacylglycerol_O-acyltransferase_[EC:2.3.1.20]
K00637	sterol_O-acyltransferase_[EC:2.3.1.26]
K00638	chloramphenicol_O-acetyltransferase_[EC:2.3.1.28]
K00639	glycine_C-acetyltransferase_[EC:2.3.1.29]
K00640	serine_O-acetyltransferase_[EC:2.3.1.30]
K00641	homoserine_O-acetyltransferase_[EC:2.3.1.31]
K00643	5-aminolevulinate_synthase_[EC:2.3.1.37]
K00645	[acyl-carrier-protein]_S-malonyltransferase_[EC:2.3.1.39]
K00646	malonyl-ACP_decarboxylase
K00647	3-oxoacyl-[acyl-carrier-protein]_synthase_I_[EC:2.3.1.41]
K00648	3-oxoacyl-[acyl-carrier-protein]_synthase_III_[EC:2.3.1.180]
K00649	glyceronephosphate_O-acyltransferase_[EC:2.3.1.42]
K00650	lecithin-cholesterol_acyltransferase_[EC:2.3.1.43]
K00651	homoserine_O-succinyltransferase_[EC:2.3.1.46]
K00652	8-amino-7-oxononanoate_synthase_[EC:2.3.1.47]
K00653	histone_acetyltransferase_[EC:2.3.1.48]
K00654	serine_palmitoyltransferase_[EC:2.3.1.50]
K00655	1-acyl-sn-glycerol-3-phosphate_acyltransferase_[EC:2.3.1.51]
K00656	formate_C-acetyltransferase_[EC:2.3.1.54]
K00657	diamine_N-acetyltransferase_[EC:2.3.1.57]
K00658	2-oxoglutarate_dehydrogenase_E2_component_(dihydrolipoamide_succinyltransferase)_[EC:2.3.1.61]
K00659	bile_acid-CoA:amino_acid_N-acyltransferase_[EC:2.3.1.65_3.1.2.2]
K00660	chalcone_synthase_[EC:2.3.1.74]
K00661	maltose_O-acetyltransferase_[EC:2.3.1.79]
K00662	aminoglycoside_N3'-acetyltransferase_[EC:2.3.1.81]
K00663	aminoglycoside_N6'-acetyltransferase_[EC:2.3.1.82]
K00664	alcohol_O-acetyltransferase_[EC:2.3.1.84]
K00665	fatty_acid_synthase,_animal_type_[EC:2.3.1.85]
K00666	fatty-acyl-CoA_synthase_[EC:6.2.1.-]
K00667	fatty_acid_synthase_subunit_alpha,_fungi_type_[EC:2.3.1.86]
K00668	fatty_acid_synthase_subunit_beta,_fungi_type_[EC:2.3.1.86]
K00669	arylalkylamine_N-acetyltransferase_[EC:2.3.1.87]
K00670	peptide_alpha-N-acetyltransferase_[EC:2.3.1.88]
K00671	glycylpeptide_N-tetradecanoyltransferase_[EC:2.3.1.97]
K00672	formylmethanofuran--tetrahydromethanopterin_N-formyltransferase_[EC:2.3.1.101]
K00673	arginine_N-succinyltransferase_[EC:2.3.1.109]
K00674	2,3,4,5-tetrahydropyridine-2-carboxylate_N-succinyltransferase_[EC:2.3.1.117]
K00675	N-hydroxyarylamine_O-acetyltransferase_[EC:2.3.1.118]
K00676	ribosomal-protein-alanine_N-acetyltransferase_[EC:2.3.1.128]
K00677	UDP-N-acetylglucosamine_acyltransferase_[EC:2.3.1.129]
K00678	phosphatidylcholine-retinol_O-acyltransferase_[EC:2.3.1.135]
K00679	phospholipid:diacylglycerol_acyltransferase_[EC:2.3.1.158]
K00680	phospholipid:diacylglycerol_acyltransferase_[EC:2.3.1.158]
K00681	gamma-glutamyltranspeptidase_[EC:2.3.2.2]
K00682	gamma-glutamylcyclotransferase_[EC:2.3.2.4]
K00683	glutaminyl-peptide_cyclotransferase_[EC:2.3.2.5]
K00684	leucyl/phenylalanyl-tRNA--protein_transferase_[EC:2.3.2.6]
K00685	arginine-tRNA-protein_transferase_[EC:2.3.2.8]
K00686	protein-glutamine_gamma-glutamyltransferase_[EC:2.3.2.13]
K00687	penicillin-binding_protein_2B_[EC:2.3.2.-]
K00688	starch_phosphorylase_[EC:2.4.1.1]
K00689	dextransucrase_[EC:2.4.1.5]
K00690	sucrose_phosphorylase_[EC:2.4.1.7]
K00691	maltose_phosphorylase_[EC:2.4.1.8]
K00692	levansucrase_[EC:2.4.1.10]
K00693	glycogen(starch)_synthase_[EC:2.4.1.11]
K00694	cellulose_synthase_(UDP-forming)_[EC:2.4.1.12]
K00695	sucrose_synthase_[EC:2.4.1.13]
K00696	sucrose-phosphate_synthase_[EC:2.4.1.14]
K00697	trehalose_6-phosphate_synthase_[EC:2.4.1.15]
K00698	chitin_synthase_[EC:2.4.1.16]
K00699	glucuronosyltransferase_[EC:2.4.1.17]
K00700	1,4-alpha-glucan_branching_enzyme_[EC:2.4.1.18]
K00701	cyclomaltodextrin_glucanotransferase_[EC:2.4.1.19]
K00702	cellobiose_phosphorylase_[EC:2.4.1.20]
K00703	starch_synthase_[EC:2.4.1.21]
K00704	alpha-lactalbumin_[EC:2.4.1.22]
K00705	4-alpha-glucanotransferase_[EC:2.4.1.25]
K00706	1,3-beta-glucan_synthase_[EC:2.4.1.34]
K00709	histo-blood_group_ABO_system_transferase_[EC:2.4.1.40_2.4.1.37]
K00710	polypeptide_N-acetylgalactosaminyltransferase_[EC:2.4.1.41]
K00712	poly(glycerol-phosphate)_alpha-glucosyltransferase_[EC:2.4.1.52]
K00713	UDP-glucose:(glucosyl)LPS_alpha-1,2-glucosyltransferase_[EC:2.4.1.-]
K00714	wingless-type_MMTV_integration_site_family,_member_8
K00715	ganglioside_galactosyltransferase_[EC:2.4.1.62]
K00716	galactoside_3(4)-fucosyltransferase_3_[EC:2.4.1.65]
K00717	glycoprotein_6-alpha-L-fucosyltransferase_[EC:2.4.1.68]
K00718	galactoside_2-L-fucosyltransferase_1/2_[EC:2.4.1.69]
K00719	galactosylgalactosylglucosylceramide_beta-D-acetylgalactosaminyltransferase_[EC:2.4.1.79]
K00720	ceramide_glucosyltransferase_[EC:2.4.1.80]
K00721	dolichol-phosphate_mannosyltransferase_[EC:2.4.1.83]
K00722	globoside_alpha-N-acetylgalactosaminyltransferase_[EC:2.4.1.88]
K00725	(N-Acetylneuraminyl)-galactosylglucosylceramide_N-acetylgalactosaminyltransferase_[EC:2.4.1.92]
K00726	alpha-1,3-mannosyl-glycoprotein_beta-1,2-N-acetylglucosaminyltransferase_[EC:2.4.1.101]
K00727	beta-1,3-galactosyl-O-glycosyl-glycoprotein_beta-1,6-N-acetylglucosaminyltransferase_[EC:2.4.1.102]
K00728	dolichyl-phosphate-mannose-protein_mannosyltransferase_[EC:2.4.1.109]
K00729	dolichyl-phosphate_beta-glucosyltransferase_[EC:2.4.1.117]
K00730	oligosaccharyl_transferase_complex_subunit_OST4
K00731	glycoprotein-N-acetylgalactosamine_3-beta-galactosyltransferase_[EC:2.4.1.122]
K00733	xylosylprotein_4-beta-galactosyltransferase_[EC:2.4.1.133]
K00734	galactosylxylosylprotein_3-beta-galactosyltransferase_[EC:2.4.1.134]
K00735	galactosylgalactosylxylosylprotein_3-beta-glucuronosyltransferase_1_[EC:2.4.1.135]
K00736	alpha-1,6-mannosyl-glycoprotein_beta-1,2-N-acetylglucosaminyltransferase_[EC:2.4.1.143]
K00737	beta-1,4-mannosyl-glycoprotein_beta-1,4-N-acetylglucosaminyltransferase_[EC:2.4.1.144]
K00738	alpha-1,3-mannosylglycoprotein_beta-1,4-N-acetylglucosaminyltransferase_A/B_[EC:2.4.1.145]
K00739	acetylgalactosaminyl-0-glycosyl-glycoprotein_beta-1,3-N-acetylglucosaminyltransferase_[EC:2.4.1.147]
K00741	N-acetyllactosaminide_beta-1,3-N-acetylglucosaminyltransferase_[EC:2.4.1.149]
K00742	N-acetyllactosaminide_beta-1,6-N-acetylglucosaminyltransferase_[EC:2.4.1.150]
K00743	N-acetyllactosaminide_3-alpha-galactosyltransferase_[EC:2.4.1.87]
K00744	alpha-1,3(6)-mannosylglycoprotein_beta-1,6-N-acetyl-glucosaminyltransferase_[EC:2.4.1.155]
K00745	raffinose-raffinose_alpha-galactotransferase_[EC:2.4.1.166]
K00746	chondroitin_sulfate_N-acetylgalactosaminyltransferase_1/2_[EC:2.4.1.174_2.4.1.175]
K00747	chondroitin_polymerizing_factor_[EC:2.4.1.175_2.4.1.226]
K00748	lipid-A-disaccharide_synthase_[EC:2.4.1.182]
K00749	alpha-1,3-glucan_synthase_[EC:2.4.1.183]
K00750	glycogenin_glucosyltransferase_[EC:2.4.1.186]
K00752	hyaluronan_synthase_[EC:2.4.1.212]
K00753	glycoprotein_3-alpha-L-fucosyltransferase_[EC:2.4.1.214]
K00754	glycoprotein_3-alpha-L-fucosyltransferase_[EC:2.4.1.214]
K00756	pyrimidine-nucleoside_phosphorylase_[EC:2.4.2.2]
K00757	uridine_phosphorylase_[EC:2.4.2.3]
K00758	thymidine_phosphorylase_[EC:2.4.2.4]
K00759	adenine_phosphoribosyltransferase_[EC:2.4.2.7]
K00760	hypoxanthine_phosphoribosyltransferase_[EC:2.4.2.8]
K00761	uracil_phosphoribosyltransferase_[EC:2.4.2.9]
K00762	orotate_phosphoribosyltransferase_[EC:2.4.2.10]
K00763	nicotinate_phosphoribosyltransferase_[EC:6.3.4.21]
K00764	amidophosphoribosyltransferase_[EC:2.4.2.14]
K00765	ATP_phosphoribosyltransferase_[EC:2.4.2.17]
K00766	anthranilate_phosphoribosyltransferase_[EC:2.4.2.18]
K00767	nicotinate-nucleotide_pyrophosphorylase_(carboxylating)_[EC:2.4.2.19]
K00768	nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase_[EC:2.4.2.21]
K00769	xanthine_phosphoribosyltransferase_[EC:2.4.2.22]
K00770	1,4-beta-D-xylan_synthase_[EC:2.4.2.24]
K00771	protein_xylosyltransferase_[EC:2.4.2.26]
K00772	5'-methylthioadenosine_phosphorylase_[EC:2.4.2.28]
K00773	queuine_tRNA-ribosyltransferase_[EC:2.4.2.29]
K00774	poly_[ADP-ribose]_polymerase_16_[EC:2.4.2.30]
K00775	NAD(P)-arginine_ADP-ribosyltransferase_[EC:2.4.2.31]
K00776	NAD-diphthamide_ADP-ribosyltransferase_[EC:2.4.2.36]
K00777	NAD-diphthamide_ADP-ribosyltransferase_[EC:2.4.2.36]
K00778	beta-galactoside_alpha-2,6-sialyltransferase_(sialyltransferase_1)_[EC:2.4.99.1]
K00779	beta-galactoside_alpha2,6-sialyltransferase_(sialyltransferase_2)_[EC:2.4.99.1]
K00780	beta-galactoside_alpha-2,3-sialyltransferase_(sialyltransferase_4A)_[EC:2.4.99.4]
K00781	N-acetyllactosaminide_alpha-2,3-sialyltransferase_(sialyltransferase_6)_[EC:2.4.99.6]
K00782	hypothetical_protein
K00783	23S_rRNA_(pseudouridine1915-N3)-methyltransferase_[EC:2.1.1.177]
K00784	ribonuclease_Z_[EC:3.1.26.11]
K00785	beta-galactosamide-alpha-2,3-sialyltransferase_[EC:2.4.99.-]
K00786	beta-galactosamide-alpha-2,3-sialyltransferase_[EC:2.4.99.-]
K00787	farnesyl_diphosphate_synthase_[EC:2.5.1.1_2.5.1.10]
K00788	thiamine-phosphate_pyrophosphorylase_[EC:2.5.1.3]
K00789	S-adenosylmethionine_synthetase_[EC:2.5.1.6]
K00790	UDP-N-acetylglucosamine_1-carboxyvinyltransferase_[EC:2.5.1.7]
K00791	tRNA_dimethylallyltransferase_[EC:2.5.1.75]
K00793	riboflavin_synthase_[EC:2.5.1.9]
K00794	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]
K00795	farnesyl_diphosphate_synthase_[EC:2.5.1.1_2.5.1.10]
K00796	dihydropteroate_synthase_[EC:2.5.1.15]
K00797	spermidine_synthase_[EC:2.5.1.16]
K00798	cob(I)alamin_adenosyltransferase_[EC:2.5.1.17]
K00799	glutathione_S-transferase_[EC:2.5.1.18]
K00800	3-phosphoshikimate_1-carboxyvinyltransferase_[EC:2.5.1.19]
K00801	farnesyl-diphosphate_farnesyltransferase_[EC:2.5.1.21]
K00802	spermine_synthase_[EC:2.5.1.22]
K00803	alkyldihydroxyacetonephosphate_synthase_[EC:2.5.1.26]
K00804	geranylgeranyl_diphosphate_synthase,_type_III_[EC:2.5.1.1_2.5.1.10_2.5.1.29]
K00805	heptaprenyl_diphosphate_synthase_[EC:2.5.1.30]
K00806	undecaprenyl_diphosphate_synthase_[EC:2.5.1.31]
K00807	leukotriene-C4_synthase_[EC:4.4.1.20]
K00808	homospermidine_synthase_[EC:2.5.1.44]
K00809	deoxyhypusine_synthase_[EC:2.5.1.46]
K00810	deoxyhypusine_synthase_[EC:2.5.1.46]
K00811	aspartate_aminotransferase,_chloroplastic_[EC:2.6.1.1]
K00812	aspartate_aminotransferase_[EC:2.6.1.1]
